,name,street_type
3547,Branddammsbacken,backen
3548,Haraldsons väg,vägen
3549,Kulörgatan,gatan
3550,Bronsgjutaregatan,gatan
3551,Bronsfyndsgatan,gatan
3552,Opaltorget,torget
3553,Båtyxegatan,gatan
3554,Flintyxegatan,gatan
3555,Korsåsgatan,gatan
3556,Bronsringsgatan,gatan
3557,Bronsurnegatan,gatan
3558,Lilla Varholmen,other
3559,Grevegårdsvägen,vägen
3560,Akvamaringatan,gatan
3561,Turmalingatan,gatan
3562,Månstensgatan,gatan
3563,Grässkärsgatan,gatan
3564,Röseskärsgatan,gatan
3565,Ersåsbacken,backen
3566,Önnereds Byväg,vägen
3567,Snäckeskärsgatan,gatan
3568,Önnereds Hamnväg,vägen
3569,Lilla Ljungskärsgatan,gatan
3570,Dyrstensvägen,vägen
3571,Stora Ljungskärsgatan,gatan
3572,Jätteleken,other
3573,Sandeslättsgatan,gatan
3574,Gunnilse stationsväg,vägen
3575,Strömsundsvägen,vägen
3576,Trångets Södra Väg,other
3577,Hällmålningsvägen,vägen
3578,Sillviks Havskoloni,other
3579,Sillviksbacken,backen
3580,Julianas Gård,other
3581,Amandas Gård,other
3582,Önnereds Bryggväg,vägen
3583,Knalteskärsgatan,gatan
3584,Önnereds Brygga,other
3585,Flatskärsgatan,gatan
3586,Bolleskärsgatan,gatan
3587,Kråkeskärsgatan,gatan
3588,Knippleskärsgatan,gatan
3589,Gottskärsgatan,gatan
3590,Asperöslingan,other
3591,Gulaskärsgatan,gatan
3592,Tärneskärsgatan,gatan
3593,Ekeskärsgatan,gatan
3594,Saltskärsgatan,gatan
3595,Högskärsgatan,gatan
3596,Kumleskärsgatan,gatan
3597,Stenskärsgatan,gatan
3598,Vipeskärsgatan,gatan
3599,Svartskärsvägen,vägen
3600,Lyngskärsvägen,vägen
3601,Västra Eriksbergsgatan,gatan
3602,Plåtmyntsgatan,gatan
3603,Strandplatsgatan,gatan
3604,Annas Gård,other
3605,Idas Gård,other
3606,Bergakungen,other
3607,Julianska gatan,gatan
3608,Gregorianska gatan,gatan
3609,Fullmånegatan,gatan
3610,Kvartsekelsgatan,gatan
3611,Blå Hangarens Plats,other
3612,Norra Lysevägen,vägen
3613,Viktor Setterbergs Väg,other
3614,Lilla Postegårdsgatan,gatan
3615,Stora Postegårdsgatan,gatan
3616,Rödkullegatan,gatan
3617,Rimmaregatan,gatan
3618,Skidbacken,backen
3619,Träslövsgatan,gatan
3620,Klintåsgatan,gatan
3621,Övre Börsåsgatan,gatan
3622,Palmträgatan,gatan
3623,Slingerstigen,other
3624,Önskevädersgatan,gatan
3625,Önskvädersgatan,gatan
3626,Molnvädersgatan,gatan
3627,Torkvädersgatan,gatan
3628,Väderilsgatan,gatan
3629,Hängestensvägen,vägen
3630,Annikas gata,gatan
3631,Gertruds gata,gatan
3632,Östra Breviksvägen,vägen
3633,Landbovägen,vägen
3634,Tjuvdalsvägen,vägen
3635,Fogelmarksvägen,vägen
3636,Hammars Badväg,vägen
3637,Sjötullsvägen,vägen
3638,Sjödalen,other
3639,Sandlyckevägen,vägen
3640,Toppvägen,vägen
3641,Hammarvägen,vägen
3642,Ole-Måns gata,gatan
3643,Torparns gata,gatan
3644,Färgspelsgatan,gatan
3645,Johns gata,gatan
3646,Videlundsgatan,gatan
3647,Sockerbruket,other
3648,Adolf Edelsvärds gata,gatan
3649,4,other
3650,Nolviksvägen,vägen
3651,Sjömarksvägen,vägen
3652,Barriärvägen,vägen
3653,Bäckströms väg,vägen
3654,Vittens gata,gatan
3655,Tulljaktsvägen,vägen
3656,Smugglarevägen,vägen
3657,Norra Saltsjönäsvägen,vägen
3658,Niklas gata,gatan
3659,Näsets Backaväg,vägen
3660,Södra Saltsjönäsvägen,vägen
3661,Bua Västergårdsvägen,vägen
3662,Bastebergsvägen,vägen
3663,Tuppfjätsgatan,gatan
3664,Västergårds Vale,other
3665,Dalstigen,other
3666,Stenbräckevägen,vägen
3667,Tjuvdalsliden,other
3668,Tjuvdalsbacken,backen
3669,Västra Breviksvägen,vägen
3670,Södra Breviksvägen,vägen
3671,Valvägen,vägen
3672,Breviks Ängar,other
3673,Gullkullen,other
3674,Nordfjällsvägen,vägen
3675,Lilla Nordfjällsvägen,vägen
3676,Östfjällsvägen,vägen
3677,Möttviksvägen,vägen
3678,Näsets Vinkelväg,vägen
3679,Vadlagsgatan,gatan
3680,Näsbovägen,vägen
3681,Källviksvägen,vägen
3682,Näsets Badväg,vägen
3683,Kungshamnsgatan,gatan
3684,Vallhamnsgatan,gatan
3685,Borghamnsgatan,gatan
3686,Sandhamnsgatan,gatan
3687,Bjölavägen,vägen
3688,Klagshamnsgatan,gatan
3689,Åkereds Skolväg,vägen
3690,Bergsätersgatan,gatan
3691,Åkereds Äng,other
3692,Bronsåldersgatan,gatan
3693,Remissvägen,vägen
3694,Bangårdsgatan,gatan
3695,Båtsman Kapers Gata,gatan
3696,Stenholmsvägen,vägen
3697,Glimmerstigen,other
3698,Knostervägen,vägen
3699,Smithska Vägen,other
3700,Sjösandsvägen,vägen
3701,Enbärsgången,other
3702,Stenbärsvägen,vägen
3703,Enbärsvägen,vägen
3704,Krösebacken,backen
3705,Lafingatan,gatan
3706,Lärjeholmsvägen,vägen
3707,Hallstenshagen,other
3708,Flygplatsvägen,vägen
3709,Envägen,vägen
3710,Citrusgatan,gatan
3711,Citrongatan,gatan
3712,Karneolgatan,gatan
3713,Guldringen,other
3714,Tallmostigen,other
3715,Munjasvägen,vägen
3716,Furåsbacken,backen
3717,Skottårsgatan,gatan
3718,Dagjämningsgatan,gatan
3719,Storåsgatan,gatan
3720,Ängkärrsgången,other
3721,Bullegummans gata,gatan
3722,Stackmolnsgatan,gatan
3723,Månadsgatan,gatan
3724,Veckogatan,gatan
3725,Kristinehöjdsgatan,gatan
3726,Rosenhillsgatan,gatan
3727,Bokgatan,gatan
3728,Fiskebäcks Hamn,other
3729,Karpgatan,gatan
3730,Lakegatan,gatan
3731,Göteborgseskaderns Plats,other
3732,Vakthusbacken,backen
3733,Residensbron,other
3734,Masthamnsbron,other
3735,Aspegången,other
3736,Forsstenagatan,gatan
3737,Gräsåsvägen,vägen
3738,Solsätervägen,vägen
3739,Iglatjärnsvägen,vägen
3740,Stora Älsjövägen,vägen
3741,Lilla Älsjövägen,vägen
3742,Iglabranten,other
3743,Iglabacken,backen
3744,Iglakroken,other
3745,Iglaslänten,other
3746,Hallmans Väg,other
3747,Mellangärdet,other
3748,Stora Billingens Cykelväg,vägen
3749,Aronsbergsvägen,vägen
3750,Tössåsvägen,vägen
3751,Risås Hage,other
3752,Freses Väg,other
3753,Bergums Furåsväg,vägen
3754,Krokslätts Parkgata,gatan
3755,Billdals Lövskogsväg,vägen
3756,Övre Besvärsgatan,gatan
3757,Eskils Lycka,other
3758,Ernst Fontells Plats,other
3759,Tyghusvägen,vägen
3760,Alivallsgatan,gatan
3761,Östergärde Industriväg,vägen
3762,Linjespringarens Väg,other
3763,Styckjunkaregatan,gatan
3764,Björsareds Genväg,vägen
3765,Makrillgatan,gatan
3766,Dalängsgatan,gatan
3767,Blåsvädersgatan,gatan
3768,Rödspottegatan,gatan
3769,Skäddegatan,gatan
3770,Forellgatan,gatan
3771,Slätskäddegatan,gatan
3772,Akustikvägen,vägen
3773,Rundradiogatan,gatan
3774,Räkgången,other
3775,Sandmusslegatan,gatan
3776,Skärvallsgatan,gatan
3777,Laxgatan,gatan
3778,Västerlandsgatan,gatan
3779,Svanehöjdsgatan,gatan
3780,Krabban,other
3781,Styrgången,other
3782,Norra Sextantgatan,gatan
3783,Kapproddaregatan,gatan
3784,Sextantgatan,gatan
3785,Loggvägen,vägen
3786,Rattgatan,gatan
3787,Solhöjdsgatan,gatan
3788,Torgny Segerstedtsgatan,gatan
3789,Kastanjegatan,gatan
3790,Blomstrandsvägen,vägen
3791,Lavettgatan,gatan
3792,Kustvaktsgatan,gatan
3793,Vanadisgatan,gatan
3794,Fästningsvägen,vägen
3795,Arendals Skans,other
3796,Dockvallsgatan,gatan
3797,Berghällsgatan,gatan
3798,Barkassgatan,gatan
3799,Grangatan,gatan
3800,Silvergransgatan,gatan
3801,Stentångsvägen,vägen
3802,Förpiken,other
3803,Följebåtsgatan,gatan
3804,Sjögången,other
3805,Pråmgatan,gatan
3806,Masthuggskajen,other
3807,Djupviksvägen,vägen
3808,Lotsutkiken,other
3809,Tånguddsbacken,backen
3810,Fiskebåtsgatan,gatan
3811,Bogserbåtsgatan,gatan
3812,Tärnstigen,other
3813,Norra slingan,other
3814,Ringvägen,vägen
3815,Lokattsbacken,backen
3816,Ekorregatan,gatan
3817,Tigerstigen,other
3818,Flygare Tåhlins Väg,other
3819,Finnjollegatan,gatan
3820,Flygare Netzlers Väg,other
3821,Sjöblads Väg,other
3822,Vita Gavelns Väg,other
3823,Nolehultsvägen,vägen
3824,Båtsman Lustigs Gata,gatan
3825,Tuve Torg,other
3826,Silvertärnegången,other
3827,Lunnefågelgången,other
3828,Skrattmåsgången,other
3829,Labbgången,other
3830,Havssulegången,other
3831,Viggstigen,other
3832,Katrinelundsstigen,other
3833,Stensbovägen,vägen
3834,Styrsö Kyrkogång,other
3835,Femvägsskälet,other
3836,Gånglåten,other
3837,Gamla Arendalsvägen,vägen
3838,Stamgårdsvägen,vägen
3839,Lilla Marconigatan,gatan
3840,Spinettplatsen,other
3841,Positivgatan,gatan
3842,Kaverösporten,other
3843,Kaverösterrassen,other
3844,Famngatan,gatan
3845,Frekvensvägen,vägen
3846,Morsestigen,other
3847,Mor Livas stig,other
3848,Skyttegillets Väg,other
3849,J A Gahms gata,gatan
3850,Vintergatan,gatan
3851,F O Petersons gata,gatan
3852,Askims Timmermansväg,vägen
3853,Röllikegången,other
3854,Ängsklockegången,other
3855,Skogsviolgången,other
3856,Hult Åsens väg,vägen
3857,Ströget,other
3858,Flågbergsvägen,vägen
3859,Gränsvägen,vägen
3860,Frida Hjertbergs Gata,gatan
3861,Elektrovägen,vägen
3862,Doktor Mombasas Allé,other
3863,Terrassgatan,gatan
3864,Bubergsvägen,vägen
3865,Gisslefjällsliden,other
3866,Gisselfjällsliden,other
3867,Kärrdalsvägen,vägen
3868,Stora Härsjöplatsen,other
3869,Såpbrukets Gångväg,vägen
3870,Backa Bergögata,gatan
3871,Åkerslundsvägen,vägen
3872,Lilla Torps Hage,other
3873,Förskolevägen,vägen
3874,Hällristningsvägen,vägen
3875,Snapphanestigen,other
3876,Per-Hans väg,vägen
3877,Vråsseredsvägen,vägen
3878,Bäcksins Väg,other
3879,Myrstigen,other
3880,Terapislingan,other
3881,Prickbojsvägen,vägen
3882,Torshällsvägen,vägen
3883,Övre Hällsviksvägen,vägen
3884,Torsslottsvägen,vägen
3885,Isbojsvägen,vägen
3886,Trubadurens Väg,other
3887,Hållö Fyrs Väg,other
3888,Lilla Hällsviksvägen,vägen
3889,Genuavägen,vägen
3890,Skutehagsvägen,vägen
3891,Grimbodalen,other
3892,Lillhagsvinkeln,other
3893,Kulvertkonstens Väg,other
3894,Övre Lysbojsvägen,vägen
3895,Skepparevägen,vägen
3896,Igelkottstigen,other
3897,Smörjoljegatan,gatan
3898,Ryanäsvägen,vägen
3899,Cisterngatan,gatan
3900,Brännoljegatan,gatan
3901,Petroleumgatan,gatan
3902,Nabbevägen,vägen
3903,Förö Måsväg,vägen
3904,Dalanäsvägen,vägen
3905,Folke Filbyters Stig,other
3906,Cederflychts gata,gatan
3907,Stora Förövägen,vägen
3908,Sandlidsvägen,vägen
3909,Åketorpsvägen,vägen
3910,Sandrevelsvägen,vägen
3911,Sandbanksvägen,vägen
3912,Nya Skogomevägen,vägen
3913,Sandtagsvägen,vägen
3914,Sandkullsvägen,vägen
3915,Sandjordsvägen,vägen
3916,Mesanvägen,vägen
3917,Fockvägen,vägen
3918,Fjordvägen,vägen
3919,Gamla Lillebyvägen,vägen
3920,Doktor Hjorts Gata,gatan
3921,Hökåsvägen,vägen
3922,Propellergången,other
3923,Blixtåsvägen,vägen
3924,Brottkärrs Bergegård,other
3925,Volvo Cars Visitor Centre,other
3926,Volvo Cars Visitor Centre Test Track,other
3927,Entreprenadvägen,vägen
3928,Katrinerovägen,vägen
3929,Norumshöjd,other
3930,Norumsvägen,vägen
3931,Kvillepiren,other
3932,Brottkärr Stenkulla,other
3933,Havsörnsplatsen,other
3934,Havsörnsgatan,gatan
3935,Åkerrensgatan,gatan
3936,Utåkersgatan,gatan
3937,Bisittaregatan,gatan
3938,Övergårdsstigen,other
3939,Kallsgatan,gatan
3940,Fraktgodsgatan,gatan
3941,Längdhopparegången,other
3942,Maratongången,other
3943,Diskusgången,other
3944,Höjdhopparegången,other
3945,Kulstötaregången,other
3946,Godvädersgatan,gatan
3947,Spjutkastaregången,other
3948,Sprintergången,other
3949,Friskväderstorget,torget
3950,Tiokampsgången,other
3951,Sägengatan,gatan
3952,Backa Kyrkogata,gatan
3953,Almquistgatan,gatan
3954,Sagogatan,gatan
3955,Splitsaregatan,gatan
3956,Bulyckevägen,vägen
3957,Åseby Mellangård,other
3958,Edwin Ahlqvists väg,vägen
3959,Harry Lundahls väg,vägen
3960,Gunnel Weinås väg,vägen
3961,Helge Härnemans väg,vägen
3962,Thord Lindbloms Väg,other
3963,Vindilsgatan,gatan
3964,Utbynässtigen,other
3965,Brodalen,other
3966,Utbynäsgatan,gatan
3967,Arvid Bjerkesgatan,gatan
3968,Lärje Östergård,other
3969,Lärje Rättaregård,other
3970,Bäckebols Gård,other
3971,Kalvsundsgatan,gatan
3972,Klockljungsliden,other
3973,Södra Inägogatan,gatan
3974,Douglasgatan,gatan
3975,Högstena Gård,other
3976,Bittan Johanssons gångväg,vägen
3977,Mossängsgatan,gatan
3978,Lärksångsgatan,gatan
3979,Ewertsgatan,gatan
3980,Plantskolevägen,vägen
3981,Emelie Lejmans Väg,other
3982,Nybergsgatan,gatan
3983,Korgmakaregatan,gatan
3984,Kolmätaregatan,gatan
3985,Klockgjutaregatan,gatan
3986,Hovslagaregatan,gatan
3987,Lästmakaregatan,gatan
3988,Tegelslagaregatan,gatan
3989,Schmidtsgatan,gatan
3990,Skärsliparegatan,gatan
3991,Minuthandelsgatan,gatan
3992,Stilgjutaregatan,gatan
3993,Hulda Mattssons Gångväg,vägen
3994,Utby Kyrkoplan,other
3995,Buntmakaregatan,gatan
3996,Kyndelsmässogatan,gatan
3997,Gilleplan,other
3998,Vagnmakaregatan,gatan
3999,Lilla Vagnmakaregatan,gatan
4000,Martinavägen,vägen
4001,Kanngjutaregatan,gatan
4002,Pennygången,other
4003,Fyrkgången,other
4004,Fotögatan,gatan
4005,Vrångögatan,gatan
4006,Örebrogatan,gatan
4007,Naddalsvägen,vägen
4008,Donsö Gärde,other
4009,Donsö Valeväg,vägen
4010,Lökholmsvägen,vägen
4011,Kviavägen,vägen
4012,Åsenliden,other
4013,Storabergsvägen,vägen
4014,Donsö Backe,other
4015,Källebacken,backen
4016,Skatkullevägen,vägen
4017,Grytefotsvägen,vägen
4018,Blekebackeliden,other
4019,Blekebacken,backen
4020,Grådalsstigen,other
4021,Myrevalestigen,other
4022,Strandberget,other
4023,Väderbodarna,other
4024,Klostermuren,other
4025,Personalvägen,vägen
4026,Karossvägen,vägen
4027,Volvo Demo Center Test Track,other
4028,Volvo Cars Torslanda Test Track,other
4029,Fasadvägen,vägen
4030,Smörkärnegatan,gatan
4031,Pressplan,other
4032,Befälsgatan,gatan
4033,Olivedalsgatan,gatan
4034,Alfhemsgatan,gatan
4035,Rännvägen,vägen
4036,Skogsbrynet,other
4037,Stensötevägen,vägen
4038,Björkdungen,other
4039,Karolinernas Gata,gatan
4040,Övralidsgatan,gatan
4041,Heidenstams Gata,gatan
4042,Skogsdungen,other
4043,Ekdungen,other
4044,Postegårdsvägen,vägen
4045,Lövdungen,other
4046,Kvilledalsvägen,vägen
4047,Norra Uppegården,other
4048,Ingebäcksgläntan,other
4049,Rönnings Sörgård,other
4050,Bergklinten,other
4051,Rönnings Sörgårdsbacke,other
4052,Stallvägen,vägen
4053,Rönnings Mellangårdar,other
4054,Södra Uppegården,other
4055,Rönnings Uppegård,other
4056,Rönnings Nedergård,other
4057,Brynnkällevägen,vägen
4058,Ellesbo Sörgårdsväg,vägen
4059,Brostallsvägen,vägen
4060,Ellesbo Sörgårdsgärde,other
4061,Rallevägen,vägen
4062,Ellesbo Hasselbacke,other
4063,Alhaga,other
4064,Slånbärsvägen,vägen
4065,Martha Sennegårds Väg,other
4066,Davideberg,other
4067,Tyska gatan,gatan
4068,Lilleby Bäckedalsväg,vägen
4069,Bottnelyckan,other
4070,Torslanda Mellangård,other
4071,Lilleby Skolväg,vägen
4072,Änghagsvägen,vägen
4073,Gamla Torslandavägen,vägen
4074,Dan Anderssons Gata,gatan
4075,Torslanda Hästeviks Väg,other
4076,Kodammsvägen,vägen
4077,Korpralsgatan,gatan
4078,Bollplansgatan,gatan
4079,Smörslätten,other
4080,Hotellplatsen,other
4081,Gräddfilen,other
4082,Olaus Petris Trappor,other
4083,Skårsgatan,gatan
4084,Östra Bräckevägen,vägen
4085,Krokängsgatan,gatan
4086,Tilburygatan,gatan
4087,Gamla Hjuviksvägen,vägen
4088,Brännekullavägen,vägen
4089,Hornkamsgatan,gatan
4090,Gamla Tumlehedsvägen,vägen
4091,Runradsgatan,gatan
4092,Kalles väg,vägen
4093,Sidovägen,vägen
4094,Burs Gård,other
4095,Carlströms Väg,other
4096,Kvarnkullevägen,vägen
4097,Röds Norgård,other
4098,Gatugårdsvägen,vägen
4099,Spejarestigen,other
4100,Falkebovägen,vägen
4101,Organistvägen,vägen
4102,Solängsvägen,vägen
4103,Noleredsvägen,vägen
4104,Källarbanken,other
4105,Röds Tellusväg,vägen
4106,Dammhagsvägen,vägen
4107,Tuvängsvägen,vägen
4108,Gossbydalsvägen,vägen
4109,Kyrkvärdsvägen,vägen
4110,Tallbarrsvägen,vägen
4111,Gossbydalsstigen,other
4112,Låkebergsgatan,gatan
4113,Gullbrings väg,vägen
4114,Ekvatorsvägen,vägen
4115,Flygtornsvägen,vägen
4116,Amhults Byväg,vägen
4117,Håltavägen,vägen
4118,Kölvägen,vägen
4119,Snäckebergsvägen,vägen
4120,Skeppfartsvägen,vägen
4121,Sjökortsvägen,vägen
4122,Bror Nilssons Gata,gatan
4123,Fridkullagatan,gatan
4124,Skeppsgränd,gränd
4125,Mossfyndsgatan,gatan
4126,Fallvägen,vägen
4127,Salamandervägen,vägen
4128,Stagvägen,vägen
4129,Källdammsvägen,vägen
4130,Landalagången,other
4131,Rektorsgatan,gatan
4132,Gundla Björklid,other
4133,Gösta Andrées Gata,gatan
4134,Kärrs hage,other
4135,Linnefjällsvägen,vägen
4136,Linnefjällsliden,other
4137,Falkebohöjden,other
4138,Guldkällestigen,other
4139,Lundgrens trappor,other
4140,Betongvägen,vägen
4141,Skomakareängen,other
4142,Låssby Äng,other
4143,Skomakaregården,other
4144,Kronängen,other
4145,Kvisljungeby Kronogård,other
4146,Hallevadsvägen,vägen
4147,Zenithgården,other
4148,Åkersbruksvägen,vägen
4149,Lilleby Höjd,other
4150,Innegårdsängen,other
4151,Myrliljevägen,vägen
4152,Ruggebergsvägen,vägen
4153,Låssby Grind,other
4154,Gamla Låssbyvägen,vägen
4155,Bodloftsvägen,vägen
4156,Olivias äng,other
4157,Mangårdsvägen,vägen
4158,Högloftsvägen,vägen
4159,Härbrevägen,vägen
4160,Ekströmsgatan,gatan
4161,Syster Ainas gata,gatan
4162,Lexby Västergård,other
4163,Trulsegårds Gärde,other
4164,Innegårdsvägen,vägen
4165,Östra Trulsegårdsvägen,vägen
4166,Väldigt Gamla Björlandavägen,vägen
4167,Lexby Östergård,other
4168,Skatetorpsvägen,vägen
4169,Kålsereds Byväg,vägen
4170,Emils väg,vägen
4171,Kålseredsvägen,vägen
4172,Trulsegårdslyckan,other
4173,Östergårdsvägen,vägen
4174,Lilla Kålseredsvägen,vägen
4175,Lexby Skogsväg,vägen
4176,Trulsegårdsbacken,backen
4177,Ruggestensliden,other
4178,Lexby Odlareväg,vägen
4179,Trulsegårdsvägen,vägen
4180,Lexby Lund,other
4181,Vinterkullen,other
4182,Fysikgränd,gränd
4183,Elektrogården,other
4184,Thorburnsgatan,gatan
4185,Bomgatan,gatan
4186,Lilla Framnäsgatan,gatan
4187,Billerudsgatan,gatan
4188,Varnhemsgatan,gatan
4189,24,other
4190,27,other
4191,33,other
4192,29,other
4193,31,other
4194,22,other
4195,32,other
4196,25,other
4197,30,other
4198,28,other
4199,21,other
4200,26,other
4201,34,other
4202,23,other
4203,20,other
4204,Högstensgatan,gatan
4205,Domarringsgatan,gatan
4206,Fornborgsgatan,gatan
4207,Ormgatan,gatan
4208,Burås Kyrkbacke,other
4209,Cosselsgatan,gatan
4210,Elsas Väg,other
4211,Flyghamnsbacken,backen
4212,Vikans Industriväg,vägen
4213,Lulles Väg,other
4214,Doktor Forselius gata,gatan
4215,Doktor Forselius Gata,gatan
4216,Paviljongvägen,vägen
4217,Pilotvägen,vägen
4218,Tingstadstunneln,other
4219,Kornbodsvägen,vägen
4220,Lilleby Kronogård,other
4221,Lilleby Mellangård,other
4222,Kråketegen,other
4223,Älvegårdsvägen,vägen
4224,Mjölkbodsvägen,vägen
4225,Ladugårdsvägen,vägen
4226,Skarpetegsvägen,vägen
4227,Nils Ericsonsplatsen,other
4228,Nordhemsgatan,gatan
4229,Norskogsvägen,vägen
4230,Kvarnfallsvägen,vägen
4231,Södra Hamnefjällsvägen,vägen
4232,Bergegårdsvägen,vägen
4233,Sävbladsvägen,vägen
4234,Konstnärsvägen,vägen
4235,Näckrosvägen,vägen
4236,Hamnefjällstorpet,other
4237,Hamnefjällsvägen,vägen
4238,Tallvägen,vägen
4239,Sävstigen,other
4240,Norra Sävviksvägen,vägen
4241,Gröna Viken,other
4242,Östra Hamnefjällsvägen,vägen
4243,Sävviksvägen,vägen
4244,Sofiehemsvägen,vägen
4245,G,other
4246,D,other
4247,Smedjeholm,other
4248,B,other
4249,A,other
4250,C,other
4251,Askims Stationsväg,vägen
4252,Erik Johannessons Gångbro,other
4253,Västerhagen,other
4254,Kallebäcksstigen,other
4255,Slussplatsen,other
4256,Bolerovägen,vägen
4257,Separatorsgatan,gatan
4258,Värmegatan,gatan
4259,Väderlekstorget,torget
4260,Mildvädersgatan,gatan
4261,Nedre Kaserngården,other
4262,Övre Kaserngården,other
4263,Ågrändsbron,other
4264,Operagatan,gatan
4265,Krokerydsvägen,vägen
4266,Kämpebron,other
4267,Grustagsvägen,vägen
4268,Tvärvägen,vägen
4269,Planthagen,other
4270,Björkhagen,other
4271,Huketorpsvägen,vägen
4272,Victoriapassagen,other
4273,Klarvädersgatan,gatan
4274,Kärleksstigen,other
4275,Lysevägen,vägen
4276,Myrbostigen,other
4277,Flyghamnslyckan,other
4278,Skeppstads Måsväg,vägen
4279,Skeppstadsvägen,vägen
4280,Solvarvsgatan,gatan
4281,Kvibergs Kyrkogårdsväg,vägen
4282,Kärragången,other
4283,Dammengläntan,other
4284,Larseredsdalen,other
4285,Orrekulla Mellanväg,vägen
4286,Larseredsvägen,vägen
4287,Sankt Görans väg,vägen
4288,Prilyckegången,other
4289,Fänriksgatan,gatan
4290,Ryttmästaregatan,gatan
4291,Generalsgatan,gatan
4292,Lillekärrsgången,other
4293,Bua Gård,other
4294,Kärrs Backe,other
4295,Övre Linnefjällsvägen,vägen
4296,Skyttepaviljongens Gata,gatan
4297,Fanjunkaregatan,gatan
4298,Uddevallagatan,gatan
4299,Sparvgatan,gatan
4300,Ågången,other
4301,Björnekärrsgatan,gatan
4302,Sagoskogen,other
4303,Skolspåret,other
4304,Skolstigen,other
4305,Säve Djupedalsväg,vägen
4306,Larsereds Lyckor,other
4307,Larsereds mosse,other
4308,Santessonsgatan,gatan
4309,Lotta Svärdsgatan,gatan
4310,Marbogatan,gatan
4311,Bångegatan,gatan
4312,Konstapelsgatan,gatan
4313,Ludvig Tingströms gångbro,other
4314,Björkstigen,other
4315,Bremsegårdsvägen,vägen
4316,Häggvägen,vägen
4317,Fågleviksfjällväg,vägen
4318,Gullfjällsvägen,vägen
4319,Lilla Fågleviksvägen,vägen
4320,Saxglimtsvägen,vägen
4321,Motorklubbsvägen,vägen
4322,Vintervädersgatan,gatan
4323,Åsamossevägen,vägen
4324,Ekereds höjd,other
4325,Mona-Lisa Englunds väg,vägen
4326,Sven Strömbergs väg,vägen
4327,Kvibergs Ås,other
4328,Bertil von Wachenfeldts Väg,other
4329,Kanongränden,other
4330,Stallmästaregatan,gatan
4331,Furirsgatan,gatan
4332,Herregårdsgärdet,other
4333,Bronsvägen,vägen
4334,Brottarvägen,vägen
4335,Gamla Skarpetegen,other
4336,Kohagsberget,other
4337,Kromvägen,vägen
4338,Lilleby Småängar,other
4339,Rörhed,other
4340,Solglimtsvägen,vägen
4341,Tennvägen,vägen
4342,Älvdanshagen,other
4343,Älvkvarnsvägen,vägen
4344,Lerbäcksterrassen,other
4345,Djupedals Gård,other
4346,Djupedals Mellangård,other
4347,Djupedals Norgård,other
4348,Djupedals Sörgård,other
4349,Enebacken,backen
4350,Furulundsvägen,vägen
4351,Karlslundsvägen,vägen
4352,Krokens Gård,other
4353,Kung Borres Väg,other
4354,Kyrkeby Norgård,other
4355,Käringetorp,other
4356,Lanåsvägen,vägen
4357,Lunnarns Väg,other
4358,Muleredsvägen,vägen
4359,Sandens Gård,other
4360,Skarpelandsvägen,vägen
4361,Sofiedalsvägen,vägen
4362,Stora Kärrs Väg,other
4363,Svensby Mellangård,other
4364,Svensby Norgård,other
4365,Svensby Sörgård,other
4366,Tåfjällsvägen,vägen
4367,Tålyckan,other
4368,Västra Äspetgården,other
4369,Äspets Marker,other
4370,Österslätts Gård,other
4371,Österslätts Norgård,other
4372,Östra Äspetgården,other
4373,Backergårdsvägen,vägen
4374,Jons Väg,other
4375,Bergarns Backe,other
4376,Bergkullen,other
4377,Ellerödstäppan,other
4378,Gamla Kornhallsvägen,vägen
4379,Granheden,other
4380,Gunnesby Sörgård,other
4381,Kalsbobacken,backen
4382,Kalsboängen,other
4383,Karl Petters Väg,other
4384,Kastellegårdsvägen,vägen
4385,Klobergslyckan,other
4386,Kohagen,other
4387,Källaregården,other
4388,Lia,other
4389,Lilla Bolstensvägen,vägen
4390,Maggeredsvägen,vägen
4391,Nolhaga,other
4392,Nordslätts Höjd,other
4393,Pileröds Gård,other
4394,Rammevägen,vägen
4395,Rävekullevägen,vägen
4396,Rödbo Lunnaväg,vägen
4397,Skrälls Väg,other
4398,Smens Väg,other
4399,Södra Nordslättsvägen,vägen
4400,Tolsegårdsvägen,vägen
4401,Kringlekullen,other
4402,Älvhemsvägen,vägen
4403,Rastplats Delsjön,other
4404,Storatorpsvägen,vägen
4405,Bögatan,gatan
4406,Silvandersgatan,gatan
4407,Lilla Hökegatan,gatan
4408,Gustavsgatan,gatan
4409,Skidåkaren,other
4410,Långeredsgatan,gatan
4411,Hagforsgatan,gatan
4412,Lindhultsgatan,gatan
4413,Stenungsundsgatan,gatan
4414,Förgyllarestråket,other
4415,Mittgången,other
4416,Fyrisvägen,vägen
4417,Gärdsmygen,other
4418,Höga Grimås,other
4419,Högsäter Grimås,other
4420,Kockheds Gård,other
4421,Rönnings Marker,other
4422,Solbräckevägen,vägen
4423,Vägen till Lid,other
4424,Åsens Väg,other
4425,Askesby Norgård,other
4426,Askesby Sörgård,other
4427,Bärby Övergård,other
4428,Kalsheds Norgård,other
4429,Kalshedsbacken,backen
4430,Kalshedevägen,vägen
4431,Kvilleheds Bergegård,other
4432,Kvilleheds Skattegård,other
4433,Lilla Bärbyvägen,vägen
4434,Niklasgården,other
4435,Norgårdsliden,other
4436,Norgårdsåsen,other
4437,Snålstigen,other
